date,max_temperature,min_temperature,avg_relative_humidity,avg_dew_point,avg_wind_speed,avg_pressure_sea,avg_pressure_station,precipitation,rain,snow,avg_temperature
2015-05-06,22.2,6.8,56.5,3.8,11.5,102.43,100.35,0,0,0,14.5
2015-05-05,16.3,6.8,54.5,4.7,10,102.46,100.36,0,0,0,11.55
2015-05-04,24.4,10.3,58,8.8,19,101.94,99.86,0.4,0.4,0,17.35
2015-05-03,25.5,8.8,46.5,5.5,19,101.61,99.56,0,0,0,17.14
2015-05-02,23.6,6.7,51.5,3.2,13,101.58,99.52,0,0,0,15.15
2015-05-01,21.5,7.4,55.5,3.5,17.5,101.57,99.48,0,0,0,14.45
2015-04-30,18.4,6.1,61.5,4.2,11.5,101.06,98.98,0,0,0,12.25
2015-04-29,19.8,5.2,60.5,4.5,11.5,100.95,98.89,0,0,0,12.5
2015-04-28,18.8,4.7,59,3.4,20,101.49,99.39,0,0,0,11.75
2015-04-27,12.7,3.7,68.5,2.1,25.5,101.3,99.19,0.2,0.2,0,8.19
2015-04-26,12.8,1.4,59.5,-0.8,24,101.06,98.95,0,0,0,7.1
2015-04-25,11.7,-2.9,57,-4.3,13.5,101.33,99.22,0,0,0,4.39
2015-04-24,7.7,-2.5,56,-6,23,101.61,99.47,0,0,0,2.6
2015-04-23,3.2,-1.3,66,-5.3,27,101.01,98.89,0,0,0,0.95
2015-04-22,8.7,-0.8,72,-1.7,25.5,100.42,98.31,0.4,0.4,0,3.95
2015-04-21,10.6,3.8,68,2.2,28,100.19,98.11,6,6,0,7.19
2015-04-20,16.8,5,79.5,8.7,23,100.06,97.99,18.6,18.6,0,10.9
2015-04-19,12.3,3.9,53,-0.6,24,101.69,99.57,7.2,7.2,0,8.1
2015-04-18,20,4.4,50.5,2.2,23,101.86,99.77,0,0,0,12.2
2015-04-17,22.4,7.8,63,6.6,15,101.57,99.5,0,0,0,15.1
2015-04-16,15.6,1.5,58,2.1,15.5,102.42,100.3,0.4,0.4,0,8.55
2015-04-15,15.8,3.9,40,-4.4,11.5,102.73,100.61,0,0,0,9.85
2015-04-14,17.8,3.1,50.5,-2,13.5,102.25,100.13,0,0,0,10.45
2015-04-13,24.7,5.5,64,7.2,26,101.51,99.42,4.8,4.8,0,15.1
2015-04-12,17.7,2.1,57,0.6,14.5,102.32,100.23,0,0,0,9.9
2015-04-11,11.3,2.6,55.5,-2.2,24.5,101.75,99.62,0,0,0,6.95
2015-04-10,16.9,3.7,77,5.5,35,100.38,98.31,3,3,0,10.3
2015-04-09,8.5,1.5,95,3.8,12,101.35,99.23,11.4,11.4,0,5
2015-04-08,4,1.3,63.5,-4.9,23,102.26,100.12,17.6,17.6,0,2.65
2015-04-07,8.2,0.6,57,-5.5,18.5,102.6,100.46,0,0,0,4.39
2015-04-06,9.1,0.1,66,-1.8,11,102.23,100.09,0,0,0,4.59
2015-04-05,2.1,-3,69.5,-4.8,14,102.22,100.06,0,0,0,-0.44
2015-04-04,5.2,-2,65.5,-5.5,22.5,101.49,99.36,1.6,0,2,1.6
2015-04-03,14.9,1.5,67.5,2.8,18.5,100.93,98.84,3.6,3.6,0,8.19
2015-04-02,18.2,1.7,63.5,1.6,20,101.16,99.05,4,4,0,9.94
2015-04-01,6.8,-3.7,43.5,-10.9,11.5,101.92,99.77,0,0,0,1.54
2015-03-31,7.2,-4.1,61.5,-5.5,15.5,101.28,99.14,0,0,0,1.55
2015-03-29,6,-9.4,56,-7.3,21.5,101.69,99.54,0.2,0.2,0,-1.7
2015-03-28,-1.1,-11.1,43.5,-15.9,20,102.23,100.06,0,0,0,-6.1
2015-03-27,0.6,-8.2,67.5,-8.4,23.5,101.42,99.28,0,0,0,-3.8
2015-03-26,5.6,-0.7,78.5,-0.5,16.5,101.12,99.01,0.6,0.6,0,2.44
2015-03-25,6.6,-4.7,73.5,-1.6,16,101.89,99.73,2.9,2.9,0,0.94
2015-03-24,1.7,-10.4,52.5,-11.9,10.5,102.88,100.69,0,0,0,-4.35
2015-03-23,-2.6,-11.3,50.5,-15.8,16.5,102.79,100.59,0,0,0,-6.95
2015-03-22,-1.8,-10.3,54,-14.6,24.5,102.43,100.26,0.2,0,0.2,-6.05
2015-03-21,6.9,-6.4,68,-4.3,27,101.57,99.44,2,2,0,0.25
2015-03-20,8.1,-1.5,57.5,-5.5,11,102.04,99.89,0.2,0.2,0,3.3
2015-03-19,2,-8,48,-13.1,11.5,102.75,100.57,0,0,0,-3
2015-03-18,3,-6.2,45.5,-13.8,25.5,102.28,100.12,0,0,0,-1.6
2015-03-17,5.5,-4.6,61,-5.2,33,101.27,99.14,0.4,0.4,0,0.45
2015-03-16,11.9,0,73,1,14.5,101.31,99.18,1.6,1.6,0,5.95
2015-03-15,6.6,-0.6,66.5,-3.2,22,101.54,99.41,0,0,0,3
2015-03-14,6.2,0.8,83,1,20,101.28,99.15,0,0,0,3.5
2015-03-13,5.6,-1.6,50.5,-8.7,11.5,102.77,100.61,0,0,0,1.99
2015-03-12,3.7,-2.6,51,-9.8,13.5,103.3,101.13,0,0,0,0.55
2015-03-11,7.6,-0.3,67.5,-3.4,27,101.98,99.83,0,0,0,3.65
2015-03-10,5.3,-1.7,76.5,-1.2,12.5,101.78,99.64,0,0,0,1.79
2015-03-09,5.6,-3.6,66.5,-4.5,20.5,101.97,99.83,0,0,0,0.99
2015-03-08,1.9,-5.1,67,-7,20.5,101.83,99.67,0,0,0,-1.6
2015-03-07,-0.9,-6.6,75,-8.1,20,101.78,99.61,0.2,0,0.4,-3.75
2015-03-06,-5.3,-18.9,64,-17,20,102.77,100.55,0,0,0,-12.1
2015-03-05,-9.6,-16.8,55,-20.3,25,102.8,100.58,0,0,0,-13.2
2015-03-04,0.3,-10.8,67,-9.6,24,101.37,99.21,0,0,0,-5.25
2015-03-03,0.8,-13.2,84,-8.9,18,101.55,99.38,6,1.4,4.6,-6.19
2015-03-02,-2.5,-11.8,62.5,-11.8,26.5,102.59,100.39,0,0,0,-7.15
2015-03-01,-3.6,-11.9,72.5,-11.8,11,102.88,100.69,0,0,0,-7.75
2015-02-28,-4.8,-18.7,61,-18.1,11,104.03,101.77,0,0,0,-11.75
2015-02-27,-10,-20.8,64,-20.6,17.5,103.31,101.06,0,0,0,-15.4
2015-02-26,-10.3,-17.6,59,-20.6,19,102.37,100.14,0,0,0,-13.95
2015-02-25,-8.5,-15.9,68,-15.4,20,101.17,98.99,0,0,0,-12.2
2015-02-24,-8.9,-20.1,64.5,-18.2,27.5,101.49,99.28,0,0,0,-14.5
2015-02-23,-15.2,-21.6,57.5,-24.6,20.5,103.23,100.95,0,0,0,-18.39
2015-02-22,-3.3,-16.7,75.5,-14.2,16.5,102.58,100.37,0.2,0,0.2,-10
2015-02-21,-7.8,-14.7,76,-14.8,7,101.95,99.74,8,0,10.4,-11.25
2015-02-20,-13.7,-23.5,51,-25.1,16.5,102.62,100.36,0,0,0,-18.6
2015-02-19,-14.6,-22.1,59,-23.8,27.5,101.8,99.57,0,0,0,-18.35
2015-02-18,-8.6,-14.6,71,-16,18.5,100.93,98.74,1.4,0,2.2,-11.6
2015-02-17,-8.6,-16.5,53.5,-20.4,14,101.41,99.22,0,0,0,-12.55
2015-02-16,-13.4,-24.4,46,-24.8,13,102.47,100.21,0,0,0,-18.89
2015-02-15,-19.1,-25.5,60.5,-28.1,37.5,102.47,100.22,0,0,0,-22.3
2015-02-14,-6.9,-20.6,71,-16.8,29.5,100.92,98.73,0.4,0,0.4,-13.75
2015-02-13,-9.9,-22.8,70,-19.9,15,101.94,99.72,0.2,0,0.2,-16.35
2015-02-12,-2.7,-19,69,-14.2,29,101.74,99.53,0,0,0,-10.85
2015-02-11,-2.1,-9.4,82,-7.8,14,101.6,99.42,1.2,0,1.8,-5.75
2015-02-10,-4.9,-10.4,74,-11.4,10.5,102.5,100.31,0,0,0,-7.65
2015-02-09,-10.4,-13.3,76,-15.1,17.5,102.07,99.87,0,0,0,-11.85
2015-02-07,-2.4,-8.4,84,-6.8,14.5,101.58,99.42,5.4,0,5.6,-5.4
2015-02-06,-4.6,-13.3,73,-13.3,24.5,101.96,99.76,0.6,0,0.6,-8.94
2015-02-05,-9.4,-15.2,61,-17.2,15,102.44,100.24,0,0,0,-12.3
2015-02-04,-1.4,-9.8,84.5,-7.5,16.5,101.61,99.44,0.8,0,0.8,-5.6
2015-02-03,-5.6,-16,74.5,-13.8,21,102.08,99.88,0.8,0,1,-10.8
2015-02-02,-11.1,-16.8,73,-18.1,23.5,101.37,99.17,5.6,0,6.2,-13.95
2015-02-01,-2.8,-14.2,72.5,-11.3,22.5,101.89,99.7,6.6,0,6.6,-8.5
2015-01-31,-2.9,-17.8,73,-12.8,15,102.56,100.34,0,0,0,-10.35
2015-01-30,-1.6,-17,67,-13.2,30.5,102.1,99.91,0,0,0,-9.3
2015-01-29,0,-7.1,69,-7.7,17,101.58,99.42,6.4,0.4,5.4,-3.55
2015-01-28,-1.1,-13.4,54.5,-15.2,14.5,102.51,100.32,0,0,0,-7.25
2015-01-27,-6.2,-12.5,58,-17.1,20,101.95,99.74,0.4,0,0.6,-9.35
2015-01-26,-7.7,-13.7,57.5,-17.8,19,101.72,99.53,0,0,0,-10.7
2015-01-25,-3,-12.6,58,-13.1,22.5,101.08,98.91,0,0,0,-7.8
2015-01-24,0.6,-6.2,82,-4.7,23.5,100.32,98.19,0,0,0,-2.8
2015-01-22,0.6,-9.1,69.5,-9.3,16,102.6,100.4,0,0,0,-4.25
2015-01-21,-3,-13.7,75,-12.1,11.5,102.08,99.89,0,0,0,-8.35
2015-01-20,-6.4,-12.9,60,-15.8,13.5,101.83,99.64,0,0,0,-9.65
2015-01-19,0.3,-9.3,70.5,-7.9,22,101.25,99.1,0.2,0,0.2,-4.5
2015-01-18,6.2,-0.3,75,-1.1,21,100.57,98.46,0.4,0.4,0,2.95
2015-01-17,4,-15.4,75.5,-11,14.5,101.59,99.42,0.4,0,0.6,-5.7
2015-01-16,-1.6,-15.9,72,-11.4,22.5,101.75,99.56,0,0,0,-8.75
2015-01-15,-3,-13.6,70.5,-11.2,20.5,101.64,99.46,0,0,0,-8.3
2015-01-14,-4.2,-16.4,67,-14.8,9.5,102.93,100.7,0,0,0,-10.3
2015-01-13,-11.5,-21.2,59,-20.4,16,104.02,101.74,0,0,0,-16.35
2015-01-12,-0.6,-17.1,78,-12,24,103.03,100.82,1,0,1.4,-8.85
2015-01-10,-10,-15.8,66,-17.9,29.5,102.67,100.45,0,0,0,-12.9
2015-01-09,-6.4,-13.9,73.5,-13.9,35,101.38,99.19,1.6,0,1.6,-10.15
2015-01-08,-9.4,-16.9,70.5,-16,27,101.72,99.5,1.2,0,1.2,-13.14
2015-01-07,-9.4,-18.3,65.5,-19.2,29,102.05,99.82,0.4,0,0.4,-13.85
2015-01-06,-8.3,-13.6,69.5,-15.1,19,102.03,99.83,0.4,0,0.4,-10.95
2015-01-05,-5.8,-14.4,69.5,-15.4,26,102.38,100.14,0.8,0,0.8,-10.1
2015-01-04,4.3,-5.9,82.5,-3.8,24,100.69,98.57,6.8,6.4,0.4,-0.8
2015-01-03,1.5,-5.8,82.5,-4.8,17,101.96,99.8,10.8,8,2.4,-2.15
2015-01-02,-1,-6.1,66,-8.4,19.5,102.3,100.12,0.6,0,0.4,-3.55
2015-01-01,-1.9,-8.1,60,-11.5,28,101.27,99.1,0,0,0,-5
2014-12-31,-6.3,-9.2,62,-13.9,26,102.2,100.01,0.4,0,0.4,-7.75
2014-12-30,-3.3,-7.2,63,-11.8,19,103.03,100.83,0,0,0,-5.25
2014-12-29,0.4,-5.6,55.5,-9.2,18,102.44,100.28,0,0,0,-2.59
2014-12-28,4.8,-1.7,67.5,-2.1,23,101.59,99.46,0,0,0,1.54
2014-12-27,10.2,2.5,79.5,3.8,25.5,101.59,99.47,0.2,0.2,0,6.35
2014-12-26,7.9,0.2,78,0.2,17,102.08,99.94,0,0,0,4.05
2014-12-25,5.5,2.8,74.5,0.4,37,100.53,98.42,0,0,0,4.15
2014-12-24,10.3,5.5,91.5,6.2,23,99.92,97.84,8.6,8.6,0,7.9
2014-12-23,6,0.3,90.5,2.2,11,101.43,99.31,0.2,0.2,0,3.15
2014-12-22,1.9,-0.4,77.5,-3.1,12,102.17,100.01,0,0,0,0.75
2014-12-21,2,-3.3,70,-5.5,6.5,102.67,100.5,0,0,0,-0.64
2014-12-20,0.2,-6.2,69.5,-6.7,7.5,102.61,100.43,0,0,0,-3
2014-12-19,-0.3,-5.3,73.5,-7,21,102.35,100.17,0,0,0,-2.8
2014-12-18,-0.1,-4.4,80,-4.9,22.5,101.83,99.67,0,0,0,-2.25
2014-12-17,4.9,-0.8,88.5,0.4,18,101.16,99.03,2.8,1.8,1.8,2.05
2014-12-16,4.4,1.5,96.5,2.5,13,101.08,98.95,3.2,3.2,0,2.95
2014-12-15,3.8,1.9,91.5,1.8,7.5,101.74,99.61,0,0,0,2.84
2014-12-14,3.6,1.3,91.5,1.4,11.5,101.61,99.47,0.4,0.4,0,2.45
2014-12-13,1.9,0.5,89,-0.2,14,101.7,99.57,0,0,0,1.2
2014-12-12,2.9,-3.6,66,-4.5,14.5,101.78,99.63,0,0,0,-0.35
2014-12-11,-2.5,-5.7,84,-5.5,18,101.22,99.06,16.4,0,17.4,-4.09
2014-12-10,0.3,-4,78,-4.9,31.5,101.63,99.49,0,0,0,-1.85
2014-12-09,4.4,0.3,83,0.2,13.5,102.06,99.92,0.8,0.8,0,2.35
2014-12-08,3.4,-2.2,63,-5,18.5,102.9,100.73,0,0,0,0.59
2014-12-07,-1.1,-6.6,56.5,-10.9,14.5,104.01,101.81,0,0,0,-3.84
2014-12-06,5.7,-2.7,67.5,-4.5,19,102.97,100.8,0,0,0,1.5
2014-12-05,3.3,-4.1,71.5,-4.3,9.5,102.81,100.64,0,0,0,-0.39
2014-12-04,0.9,-6.1,64.5,-9,17.5,102.83,100.65,0,0,0,-2.59
2014-12-03,2.7,-2,78.5,-4,26.5,101.87,99.72,0.4,0,0.4,0.35
2014-12-02,1.1,-9.9,75,-8.4,16.5,102.85,100.67,0.8,0,1,-4.4
2014-12-01,3.4,-7.1,62,-6.2,25.5,102.75,100.6,0,0,0,-1.85
2014-11-30,14.4,3.4,78.5,5.7,19.5,101.06,98.97,0.2,0.2,0,8.9
2014-11-29,8.7,-4.5,74,-3.9,14.5,101.56,99.42,0,0,0,2.09
2014-11-28,-2.1,-7.5,67.5,-10.4,12.5,102.38,100.22,0,0,0,-4.8
2014-11-27,2.5,-4.7,69.5,-6,16,101.99,99.85,0.2,0,0.2,-1.1
2014-11-26,1.5,-0.2,70,-4.2,9.5,102.14,99.99,0,0,0,0.65
2014-11-25,3.7,-0.4,70,-3.1,30.5,101.38,99.26,0,0,0,1.65
2014-11-24,18.3,3.7,78.5,4.7,42,99.51,97.46,17.6,17.6,0,11
2014-11-23,8.7,4.6,86,5.4,12,100.87,98.76,1.8,1.8,0,6.65
2014-11-22,6.7,-5.1,78,-2.2,15.5,102.06,99.9,1.2,1.2,0,0.8
2014-11-21,-1.9,-8.5,66,-11.6,20,102.43,100.22,0,0,0,-5.2
2014-11-20,-2.5,-7.5,67,-9.3,36.5,101.16,99,0,0,0,-5
2014-11-19,-1,-10.1,74,-8.2,29.5,101.22,99.06,3.6,0,4,-5.55
2014-11-18,-4.8,-9.2,66.5,-12.2,46,100.98,98.83,0,0,0,-7
2014-11-17,0.9,-6.6,82.5,-5,26.5,100.7,98.58,6.2,0,6.3,-2.84
2014-11-16,-0.2,-2.2,81,-4.3,10,101.89,99.74,1.6,0,1.8,-1.2
2014-11-15,3.4,-6.2,66.5,-5.9,19.5,102.56,100.39,0,0,0,-1.4
2014-11-14,3.2,-5.3,66,-7.1,23.5,102.13,99.96,0,0,0,-1.04
2014-11-13,1.2,-3.9,75.5,-3.9,19,101.93,99.78,0,0,0,-1.35
2014-11-12,7.8,-0.2,68,-0.7,33.5,101.44,99.32,0,0,0,3.8
2014-11-11,17,0.2,70.5,5.9,18,100.81,98.7,1.2,1.2,0,8.6
2014-11-10,9.3,3.3,75.5,2.3,9.5,101.44,99.33,0.4,0.4,0,6.3
2014-11-09,7.1,1.1,68,-1,20,101.16,99.04,0,0,0,4.09
2014-11-08,6.2,-1.3,79,-0.8,14.5,101.01,98.89,1.2,1.2,0,2.45
2014-11-07,4.2,-2.1,74,-1.4,21.5,101.34,99.22,0,0,0,1.05
2014-11-06,10,3.6,82.5,4,16,101.25,99.14,2.2,2.2,0,6.8
2014-11-05,10,4.6,66.5,2.4,17.5,101.67,99.56,0,0,0,7.3
2014-11-04,14.1,8.1,72,6.3,20.5,101.38,99.28,4,4,0,11.1
2014-11-03,14.6,0.4,51,0.4,16.5,101.98,99.86,0,0,0,7.5
2014-11-02,7.6,-2.4,56,-4.5,18,102.56,100.4,0,0,0,2.59
2014-11-01,3.1,-1.1,81.5,-1.8,27,102.17,100.03,2.2,0,2.2,1
2014-10-31,7,0.9,83,3,14.5,101.56,99.44,12.2,10.8,1.4,3.95
2014-10-30,9.8,2.5,72.5,1.6,10.5,101.77,99.65,0,0,0,6.15
2014-10-29,12.9,4.3,67.5,4.2,23,101.3,99.2,0,0,0,8.6
2014-10-28,20.7,9.1,82,11.1,24.5,100.75,98.68,1.6,1.6,0,14.89
2014-10-27,11.7,1.2,76.5,4.4,9,101.37,99.26,1.2,1.2,0,6.44
2014-10-26,12.9,3.1,70.5,2.9,26.5,100.86,98.77,0,0,0,8
2014-10-25,16.8,7.2,69,6.8,20.5,100.76,98.68,0,0,0,12
2014-10-24,16.1,2.8,66,3.2,10.5,101.56,99.46,0,0,0,9.45
2014-10-23,16.1,5.7,68,5,23.5,102.06,99.94,0,0,0,10.9
2014-10-22,13.4,3.1,71,2.9,18.5,102.4,100.27,0,0,0,8.25
2014-10-21,10.9,6.1,86,6,19.5,101.53,99.42,2.4,2.4,0,8.5
2014-10-20,11.8,5.8,84,6,6.5,101.23,99.11,6.4,6.4,0,8.8
2014-10-19,9.6,2.5,62,-0.5,14.5,101.85,99.72,0,0,0,6.05
2014-10-18,12.7,3.4,80,4.7,30.5,100.74,98.65,0,0,0,8.04
2014-10-17,16.7,11.9,79,10.6,21.5,100.09,98.05,0,0,0,14.3
2014-10-16,19.8,12.1,81.5,12.3,15.5,100.5,98.45,5.2,5.2,0,15.95
2014-10-15,19.1,12.6,88,15.1,11.5,100.9,98.85,2.2,2.2,0,15.85
2014-10-14,22.4,14.5,80.5,14.8,14,101.1,99.03,1,1,0,18.45
2014-10-13,15.8,4.4,89.5,8.4,8.5,101.76,99.65,0,0,0,10.1
2014-10-12,12.6,1.9,66.5,1.3,8.5,102.33,100.2,0,0,0,7.25
2014-10-11,14,3.1,63,1.8,12.5,102.22,100.09,0,0,0,8.55
2014-10-10,14.1,3.2,66,2.7,18,101.94,99.83,0,0,0,8.65
2014-10-09,14.5,3.2,66,2.5,25.5,101.59,99.48,0,0,0,8.85
2014-10-08,14.3,5.4,69,6,28,100.88,98.79,0.2,0.2,0,9.85
2014-10-07,17.6,10.7,73,8.5,16,100.72,98.65,8,8,0,14.15
2014-10-06,17.4,9.2,75.5,8.1,17,100.68,98.61,2.8,2.8,0,13.3
2014-10-05,13.7,3.2,68,3.1,19,100.64,98.56,0,0,0,8.44
2014-10-04,14.4,4.3,71,7.4,22.5,100.15,98.09,1.4,1.4,0,9.35
2014-10-03,23.1,14.4,77,15.2,15.5,100.67,98.62,11,11,0,18.75
2014-10-02,20,13.9,85,14.4,9,101.7,99.62,0,0,0,16.95
2014-10-01,15.9,14.5,87,13.2,11.5,101.81,99.72,0,0,0,15.2
2014-09-30,19.4,14.8,85.5,14.8,11,101.37,99.3,0.2,0.2,0,17.1
2014-09-29,24,13,68.5,13.9,8.5,101.38,99.33,0,0,0,18.5
2014-09-28,25.1,12.4,65.5,12.3,8,102.01,99.94,0,0,0,18.75
2014-09-27,25.2,12.1,64.5,12.4,8.5,102.52,100.42,0,0,0,18.64
2014-09-26,23.3,10.9,67,10.9,9,102.62,100.52,0,0,0,17.1
2014-09-25,21.2,10.8,70.5,11.7,7,102.83,100.72,0,0,0,16
2014-09-24,22.3,10.3,69,11.2,10,103.12,101.02,0,0,0,16.3
2014-09-23,22.5,7,66.5,8,14,102.64,100.53,0,0,0,14.75
2014-09-22,15.3,7.4,67,5.1,20,101.65,99.56,0,0,0,11.35
2014-09-21,24.2,9.6,71.5,13,24.5,100.44,98.39,16.4,16.4,0,16.89
2014-09-20,25.2,9.1,71.5,12.5,19.5,101.27,99.2,0,0,0,17.14
2014-09-19,13.9,4.6,72,5.7,12,102.33,100.22,0,0,0,9.25
2014-09-18,14.4,5.3,69.5,6.3,15.5,101.98,99.89,0,0,0,9.85
2014-09-17,20.9,7.5,65.5,7.3,13,101.58,99.49,0,0,0,14.2
2014-09-16,19.2,9.2,68,8,16.5,101.83,99.74,0,0,0,14.2
2014-09-15,18.5,9.1,73,9.3,14,102.03,99.94,3.6,3.6,0,13.8
2014-09-14,15.8,5.6,71.5,7,8.5,102.58,100.45,0,0,0,10.7
2014-09-13,14.4,7.1,78,7.2,14.5,102.27,100.15,1.6,1.6,0,10.75
2014-09-12,14.4,8.7,73,6.2,9,102.43,100.32,0,0,0,11.55
2014-09-11,22.9,11.2,80,13.8,28.5,101.08,99.02,7.6,7.6,0,17.04
2014-09-10,22.8,17.9,85,18.5,20,100.9,98.86,27.2,27.2,0,20.35
2014-09-09,21.7,17.8,77.5,15.3,11,101.94,99.87,0,0,0,19.75
2014-09-08,23.3,11.3,62.5,12.6,10,102.31,100.22,0,0,0,17.3
2014-09-07,22.2,11.7,62,10.1,10,102.12,100.03,0,0,0,16.95
2014-09-06,22.5,12.6,69.5,13.3,22,101.5,99.44,5,5,0,17.55
2014-09-05,31.5,19.6,77.5,20.3,27,101.41,99.38,24.4,24.4,0,25.55
2014-09-04,29.7,16.8,66.5,17.8,15,101.66,99.61,0,0,0,23.25
2014-09-03,27.7,14.4,66,14.9,14.5,101.57,99.51,0,0,0,21.05
2014-09-02,25,15.8,83.5,18.1,12,101.06,99.02,14,14,0,20.39
2014-09-01,29.1,17.9,79,18.9,16,101.14,99.11,2.8,2.8,0,23.5
2014-08-31,29.9,19,66.5,19,20,101.29,99.26,0,0,0,24.45
2014-08-30,30.3,17.9,69.5,17.6,20,101.53,99.49,3.2,3.2,0,24.1
2014-08-29,22.8,11.6,63.5,11.6,11.5,102.11,100.03,0,0,0,17.2
2014-08-28,22.7,12.1,58,7.7,18,101.96,99.88,0,0,0,17.39
2014-08-27,25.6,11.9,61,13.7,19,101.74,99.67,0,0,0,18.75
2014-08-26,32.2,19,70.5,19.2,15,101.68,99.63,0,0,0,25.6
2014-08-25,27.6,16.2,65,15.6,12.5,102.03,99.96,0,0,0,21.9
2014-08-24,25.3,17.7,72.5,14.3,12,102.16,100.08,0,0,0,21.5
2014-08-23,22.7,18.3,83,17.4,13,101.86,99.79,0,0,0,20.5
2014-08-22,25.4,16.8,80,17.2,8.5,101.58,99.52,0,0,0,21.1
2014-08-21,27,17.9,77.5,18.1,10,101.41,99.36,0,0,0,22.45
2014-08-20,25.3,17.1,82.5,16.6,12.5,101.16,99.11,6.8,6.8,0,21.2
2014-08-19,23.1,11.9,70.5,12.2,11.5,101.15,99.09,0.2,0.2,0,17.5
2014-08-18,20.5,11.9,75,12,9.5,101.42,99.35,0,0,0,16.2
2014-08-17,24,13.7,73,13.4,17,101.36,99.28,0,0,0,18.85
2014-08-16,20.1,12.8,72,12.4,20,101.1,99.03,0.4,0.4,0,16.45
2014-08-15,22.9,12.3,59,8.8,20,101.31,99.24,0,0,0,17.6
2014-08-14,18.4,11.5,67,7.8,23.5,101.24,99.16,0,0,0,14.95
2014-08-13,22.1,13.4,72,11.6,26,100.92,98.87,0,0,0,17.75
2014-08-12,26.1,17.5,81,18.2,17,100.73,98.69,9,9,0,21.8
2014-08-11,28,17.5,68,16.5,14.5,101.44,99.39,14.4,14.4,0,22.75
2014-08-10,26.9,14.2,59.5,12.3,10,102.01,99.93,0,0,0,20.54
2014-08-09,26.3,14.4,59.5,12.1,11.5,102.12,100.04,0,0,0,20.35
2014-08-08,25,14.1,65.5,12.2,9.5,102.12,100.03,0,0,0,19.55
2014-08-07,24.5,15.6,55.5,11.7,16.5,101.82,99.74,0,0,0,20.05
2014-08-06,25.4,15.7,67,12.8,16,101.58,99.52,0,0,0,20.54
2014-08-05,24.6,17.2,73.5,15.8,9,101.72,99.65,0.4,0.4,0,20.9
2014-08-04,28.7,17,72,17.3,18.5,101.71,99.65,3.2,3.2,0,22.85
2014-08-03,27.1,18,69.5,16.5,11.5,101.89,99.83,0,0,0,22.55
2014-08-02,25.7,15.8,73,15.8,8.5,101.97,99.9,0,0,0,20.75
2014-08-01,27,17.1,64.5,15.4,15,101.87,99.81,1.2,1.2,0,22.05
2014-07-31,25.2,13.4,64,12.2,15.5,101.62,99.55,0,0,0,19.3
2014-07-30,23.8,14.1,66,11.2,18,101.44,99.37,4.6,4.6,0,18.95
2014-07-29,21.1,13.2,64.5,10.6,13.5,101.31,99.23,1.2,1.2,0,17.14
2014-07-28,21,13.5,72.5,12.9,21,100.72,98.67,18.6,18.6,0,17.25
2014-07-27,29.6,17.6,66,16.1,17.5,100.45,98.42,15.8,15.8,0,23.6
2014-07-26,27,16.1,61.5,14.2,15.5,101.06,99.02,0,0,0,21.55
2014-07-25,25.6,12.7,55.5,10.1,15,101.61,99.53,0,0,0,19.14
2014-07-24,24,13.4,57,8.7,14.5,101.74,99.66,0,0,0,18.7
2014-07-23,24.7,15.1,73,15.5,24,101.33,99.28,0,0,0,19.89
2014-07-22,29.8,18,67,17.1,13,101.63,99.58,0.8,0.8,0,23.9
2014-07-21,27.6,15.7,72.5,16.9,9.5,101.97,99.9,0,0,0,21.65
2014-07-20,23.1,17.3,85,17.8,9.5,101.85,99.77,2.4,2.4,0,20.2
2014-07-19,21.6,15.9,74.5,13.4,10.5,102.11,100.03,7.4,7.4,0,18.75
2014-07-18,24.6,11.9,52,7,12.5,102.26,100.17,0,0,0,18.25
2014-07-17,24.4,10.9,58,9.7,14,101.75,99.67,0,0,0,17.64
2014-07-16,22.3,12.2,70,12.8,15.5,101.14,99.08,0.2,0.2,0,17.25
2014-07-15,25.2,13.8,66,13.2,21.5,100.65,98.61,4.2,4.2,0,19.5
2014-07-14,23,16.5,56.5,10.4,13,101.05,99.01,0,0,0,19.75
2014-07-13,29,18.9,68.5,17.8,19.5,101.02,98.99,7,7,0,23.95
2014-07-12,28.1,15.6,62,14.4,11,101.84,99.78,0,0,0,21.85
2014-07-11,24.8,12.6,62,12.1,10,102.32,100.24,0,0,0,18.7
2014-07-10,21.4,12,61,9.1,7.5,102.03,99.94,0,0,0,16.7
2014-07-09,22.5,14.4,66.5,10.9,21,101.14,99.08,0,0,0,18.45
2014-07-08,25.4,15.4,79,16.8,21.5,100.17,98.14,5.2,5.2,0,20.39
2014-07-07,29.4,19.7,72,18.2,20.5,100.47,98.44,11,11,0,24.54
2014-07-06,28.2,15.6,57.5,12.8,21.5,101.3,99.25,0,0,0,21.9
2014-07-05,27.3,12.4,45.5,8.2,20,102.14,100.07,0,0,0,19.85
2014-07-04,24.1,12,56,7.3,19.5,102.16,100.07,0,0,0,18.05
2014-07-03,23,12.5,67.5,12.5,18.5,101.6,99.53,0.4,0.4,0,17.75
2014-07-02,29.8,17.7,63.5,17.1,24,100.99,98.96,0.6,0.6,0,23.75
2014-07-01,29.3,22,71.5,20.2,21.5,100.53,98.51,6.6,6.6,0,25.65
2014-06-30,30.8,21.5,73,21.4,19.5,101.15,99.12,0,0,0,26.15
2014-06-29,30.3,20.3,71.5,19.8,14,101.69,99.64,0.4,0.4,0,25.3
