date,max_temperature,min_temperature,avg_relative_humidity,avg_dew_point,avg_wind_speed,avg_pressure_sea,avg_pressure_station,precipitation,rain,snow,avg_temperature
2020-03-28,7.8,2.8,78.5,2,29.5,101.48,99.36,2.4,2.4,0,5.3
2020-03-27,9.1,1.2,74,0.2,14.5,101.55,99.42,0,0,0,5.15
2020-03-26,13.3,1.9,78,3.8,20,101.11,99.01,0,0,0,7.6
2020-03-25,9.7,1.6,76.5,0.9,14,101.65,99.52,0,0,0,5.65
2020-03-24,5.5,0.7,76.5,-0.8,12.5,102.2,100.06,0,0,0,3.1
2020-03-23,3.8,-0.4,82.5,-0.9,13.5,102.37,100.21,8.2,4.4,3.8,1.7
2020-03-22,1.3,-7.8,60,-9.6,21.5,103.5,101.31,0,0,0,-3.25
2020-03-21,0.7,-8.4,47.5,-14.1,18.5,103.3,101.11,0,0,0,-3.85
2020-03-20,18.4,-4.3,80.5,2.8,38,101.39,99.28,3.6,3.6,0,7.04
2020-03-19,7.3,2,81.5,1.3,16.5,101.71,99.59,2.6,2.6,0,4.65
2020-03-18,4.4,-3,52.5,-6.3,17.5,102.72,100.56,1,1,0,0.7
2020-03-17,8.6,-1.2,66.5,-2.6,23,102.19,100.05,0,0,0,3.7
2020-03-16,4.1,-5.3,61.5,-7.2,17.5,102.87,100.7,1,0,1,-0.6
2020-03-15,3.8,-4.4,48.5,-11.1,15,103.61,101.42,0,0,0,-0.3
2020-03-14,3.7,-1.4,65.5,-4.7,21,102.83,100.67,0,0,0,1.15
2020-03-13,8.4,1.1,70,0.4,27.5,101.1,98.99,2.8,2.8,0,4.75
2020-03-12,5.9,0,75.5,0,18,101.24,99.11,0,0,0,2.95
2020-03-11,4.2,-2.5,66,-4.1,14.5,102.1,99.96,0,0,0,0.85
2020-03-10,11.8,-1.5,78,2.8,22.5,101.58,99.47,3.6,3.6,0,5.15
2020-03-09,17.2,7.8,59.5,2.8,24.5,101.97,99.86,0,0,0,12.5
2020-03-08,12.2,0.4,54,-3.1,26,102.45,100.31,0,0,0,6.3
2020-03-07,3.9,-7.2,53.5,-8.2,14,103.12,100.94,0,0,0,-1.65
2020-03-06,2.3,-2.2,79,-3.5,16.5,101.89,99.75,2.2,0,1.8,0.04
2020-03-05,5.9,-3.5,63.5,-4.3,19.5,101.74,99.61,0,0,0,1.2
2020-03-04,6,0.7,71.5,-3.1,20.5,100.96,98.84,0,0,0,3.35
2020-03-03,4.2,0.4,87.5,1.2,14.5,100.11,98.01,8.8,8.8,0,2.3
2020-03-02,6.8,0.8,78,0.9,18,100.59,98.47,0.2,0.2,0,3.8
2020-03-01,2.5,-10.9,62.5,-8,18,101.54,99.38,0,0,0,-4.2
2020-02-29,-3.7,-14,64,-14.3,21.5,101.52,99.33,0,0,0,-8.85
2020-02-28,-3.7,-10.7,75,-9.8,27,100.72,98.58,1.6,0,1.6,-7.19
2020-02-27,-3.5,-6.2,78.5,-8.1,37,100.2,98.06,2.4,0,2.4,-4.84
2020-02-26,2.8,-4.3,78,-3.6,23,100.88,98.75,11.4,0,11.4,-0.75
2020-02-25,4.5,0.3,79.5,-0.9,15.5,101.47,99.34,2.2,0.8,1.4,2.4
2020-02-24,9.3,-0.7,65.5,-1.2,13.5,101.26,99.14,0,0,0,4.3
2020-02-23,9.3,-0.3,51.5,-4.5,22.5,101.55,99.42,0,0,0,4.5
2020-02-22,5.7,-4.4,61,-7.2,18,102.1,99.94,0,0,0,0.64
2020-02-21,0.6,-10.5,58.5,-11,21.5,102.8,100.61,0,0,0,-4.95
2020-02-20,-4.1,-11.4,61.5,-13.6,14.5,103.33,101.12,0,0,0,-7.75
2020-02-19,-0.8,-7,56,-10.2,23.5,102.65,100.48,0,0,0,-3.9
2020-02-18,5.2,-1.4,80.5,-1.8,24,101.52,99.38,6.8,0.2,5.6,1.9
2020-02-17,-0.2,-6,66.5,-7.3,13.5,102.46,100.28,0,0,0,-3.1
2020-02-16,3,-2.8,69,-4.7,17,101.83,99.69,0,0,0,0.1
2020-02-15,0.3,-11.9,69,-9.4,26,102.54,100.35,0.2,0,0.2,-5.8
2020-02-14,-9.2,-20.6,59.5,-20.9,18,103.01,100.78,0,0,0,-14.9
2020-02-13,-0.2,-17.1,77.5,-11.7,21.5,101.48,99.32,4,0,5,-8.65
2020-02-12,1.5,-4.6,66,-6.2,18.5,101.54,99.4,0.4,0,0.8,-1.54
2020-02-11,2.1,-2.3,72,-4.7,14,101.55,99.41,0,0,0,-0.09
2020-02-10,2.9,0.2,84.5,-1.6,14,101.62,99.47,0.2,0,0.2,1.55
2020-02-09,0.6,-10.6,84.5,-7.4,18.5,102.28,100.1,8.4,0,8.4,-5
2020-02-08,-7.1,-14.9,63,-15.9,11.5,102.04,99.85,0,0,0,-11
2020-02-07,-4.3,-9.2,75.5,-10.2,24,100.32,98.17,1.8,0,3,-6.75
2020-02-06,-3.5,-5.5,83.5,-6.7,25.5,100.47,98.32,6.4,0,6.6,-4.5
2020-02-05,-3,-8.2,56.5,-12.6,19.5,101.87,99.7,0.6,0,1,-5.6
2020-02-04,2.3,-4.7,68,-6.2,20,101.31,99.17,0,0,0,-1.2
2020-02-03,5.7,0.4,76.5,-1.5,16,100.67,98.55,0,0,0,3.05
2020-02-02,2.1,-2.1,91.5,-1.2,16,99.89,97.77,4.2,0,4.2,0
2020-02-01,1,-4.1,81,-3.3,12.5,101.18,99.05,1.4,0,1.6,-1.54
2020-01-31,-0.2,-3.7,84.5,-5,11,102.29,100.12,0.8,0,0.8,-1.95
2020-01-30,-1.9,-8.3,78.5,-8.1,17,102.56,100.38,0,0,0,-5.1
2020-01-29,-1.9,-7.9,65.5,-8.9,16,102.31,100.14,0,0,0,-4.9
2020-01-28,1.8,-1.9,71,-4.6,18.5,101.56,99.42,0,0,0,-0.04
2020-01-27,1.3,-0.1,79.5,-2.2,15.5,100.81,98.69,0,0,0,0.6
2020-01-26,3.2,0.7,88,-0.2,14.5,100.6,98.48,1,0.8,0.2,1.95
2020-01-25,3.6,1.5,93,1.6,22,101.15,99.03,8.6,8.6,0,2.54
2020-01-24,3.7,-1.7,73.5,-1.5,27.5,102.04,99.89,18.6,18.6,0,1
2020-01-23,2.3,-4.6,71.5,-4.8,12,102.55,100.38,0,0,0,-1.14
2020-01-22,0.8,-7.9,72.5,-8.3,23,102.73,100.55,0,0,0,-3.55
2020-01-21,-2.8,-8.7,76,-9.2,14,103.1,100.89,0,0,0,-5.75
2020-01-20,-5.2,-15.6,63.5,-14.3,12,103.03,100.81,0,0,0,-10.4
2020-01-19,0.4,-11.6,73.5,-9.6,23.5,101.36,99.2,1.6,0,2.4,-5.6
2020-01-18,2.5,-8.1,83.5,-6.2,21.5,101.83,99.65,14.4,0.2,17.2,-2.8
2020-01-17,-8,-14.9,62.5,-16.2,14,104.31,102.07,0,0,0,-11.45
2020-01-16,1.7,-11.7,78,-7.9,23,102.56,100.39,0.2,0,0.2,-5
2020-01-15,4.3,0.8,74.5,-1.4,15.5,101.83,99.69,0,0,0,2.54
2020-01-14,2.9,-0.2,90.5,-0.1,16,102.24,100.09,0,0,0,1.35
2020-01-13,1.7,-5,89.5,-3.5,17.5,102.81,100.63,0.4,0,0.4,-1.65
2020-01-12,1.7,-6.2,86,-4.2,22,101.69,99.54,17.6,16.6,1,-2.25
2020-01-11,11.9,1.7,97,6.3,18.5,101.26,99.14,59,59,0,6.8
2020-01-10,7.5,1.4,84,1.5,19,102.18,100.04,1.8,1.8,0,4.45
2020-01-09,2,-11.7,73,-10.1,16,103.01,100.82,0.2,0,0.2,-4.84
2020-01-08,-0.7,-9.4,71,-8.8,22.5,102.18,100.01,2,0,2,-5.05
2020-01-07,4,-5.5,73,-5.5,14,101.27,99.13,0,0,0,-0.75
2020-01-06,1.8,-5.2,74.5,-4.8,23,101.1,98.97,0,0,0,-1.7
2020-01-05,1.3,-2.8,80.5,-4.3,18.5,101.26,99.12,3.6,0,3.6,-0.74
2020-01-04,2.5,-0.7,81.5,-3,17,100.86,98.74,1.6,0,2.4,0.9
2020-01-03,6.8,2.3,76.5,1.1,14,100.76,98.65,0,0,0,4.55
2020-01-02,6.4,-0.5,71,-0.4,23,100.49,98.38,0,0,0,2.95
2020-01-01,-0.2,-3.2,75,-5.4,16.5,100.57,98.44,0,0,0,-1.7
2019-12-31,2.3,-1.5,84.5,-2.5,23,100.01,97.89,2,0,2,0.39
2019-12-30,10.2,1,76,1.9,32,100.2,98.09,8,8,0,5.6
2019-12-29,2,0.1,87.5,-0.9,28,101.64,99.5,7.8,7.8,0,1.05
2019-12-28,4.8,1.1,71,-1.9,12,102.49,100.34,0.2,0.2,0,2.95
2019-12-27,11.1,2.6,86,3.9,18.5,101.95,99.82,0,0,0,6.85
2019-12-26,3.7,1,90.5,0.6,16,102.02,99.88,0,0,0,2.35
2019-12-25,2.8,-1.6,92,-0.6,13,101.8,99.66,0,0,0,0.59
2019-12-24,1.1,-3.9,80.5,-3.4,21.5,102.25,100.09,0,0,0,-1.4
2019-12-23,9.2,-0.3,68.5,-0.2,20,101.72,99.59,0,0,0,4.44
2019-12-22,7.2,-1.1,75.5,-1,15,102.16,100.01,0,0,0,3.05
2019-12-21,1.9,-7.8,84,-5.5,13.5,103.03,100.85,0,0,0,-2.95
2019-12-20,-3.9,-10.8,75,-11.1,15.5,103.63,101.41,0,0,0,-7.35
2019-12-19,-6,-16.7,80.5,-14.1,14.5,102.94,100.73,1.6,0,5,-11.35
2019-12-18,-2.8,-15.4,73.5,-12.2,22.5,101.73,99.55,0.8,0,0.8,-9.1
2019-12-17,1.8,-4.2,69,-6.4,14.5,101.41,99.26,0,0,0,-1.2
2019-12-16,1.4,-6,68.5,-7.5,11.5,102.15,99.99,0,0,0,-2.29
2019-12-15,1.6,-6.7,66.5,-5.6,23.5,101.08,98.94,0,0,0,-2.54
2019-12-14,2.7,0.4,87,-0.2,19.5,100.26,98.15,20.2,18,2.6,1.55
2019-12-13,5.7,-1.1,65.5,-2.9,15.5,101.76,99.62,0,0,0,2.29
2019-12-12,-0.2,-9.7,67.5,-9.6,17,103.11,100.91,0,0,0,-4.94
2019-12-11,-2.6,-8.7,63.5,-11.8,21.5,102.74,100.56,0,0,0,-5.65
2019-12-10,10.1,-7.1,71,-2.1,22,100.94,98.83,0.6,0.6,0,1.5
2019-12-09,10.2,4.9,89,5.7,17.5,100.48,98.39,6,6,0,7.55
2019-12-08,6.6,-3.2,72.5,-1.3,22.5,102.07,99.92,0,0,0,1.69
2019-12-07,-1.1,-7.5,70.5,-7.5,13,102.83,100.66,0,0,0,-4.3
2019-12-06,0.2,-5.9,79,-5.2,14,101.9,99.74,5.4,0,5.4,-2.85
2019-12-05,0.8,-2.5,73,-5.5,27,101.02,98.89,0.4,0,0.4,-0.85
2019-12-04,2.8,-0.3,82,-1.6,15.5,99.82,97.72,0,0,0,1.25
2019-12-03,1.1,-9.6,81,-6.2,12.5,100.61,98.47,0.6,0,0.6,-4.25
2019-12-02,-0.8,-7.2,79.5,-6.3,20,100.82,98.68,6.2,0,9.4,-4
2019-12-01,-0.7,-4.2,85,-4.3,38,100.73,98.6,11.4,2,3,-2.45
2019-11-30,-1.2,-4.2,77,-7,23,101.97,99.81,0,0,0,-2.7
2019-11-29,-0.6,-3.6,77,-6,15,102.78,100.61,0,0,0,-2.1
2019-11-28,6,-3,74,-2,30,101.86,99.72,0,0,0,1.5
2019-11-27,10,4.2,82,4,24.5,100.39,98.3,6.4,6.4,0,7.1
2019-11-26,10.9,1.9,75.5,3.1,11.5,101.08,98.97,0,0,0,6.4
2019-11-25,8.1,1.4,86,2.4,13.5,100.52,98.42,0,0,0,4.75
2019-11-24,6.6,-3.2,76.5,-1.9,10.5,100.1,97.99,0,0,0,1.69
2019-11-23,6.1,-2.6,70.5,-2.8,15.5,100.96,98.83,0,0,0,1.74
2019-11-22,10.4,-2.6,67.5,0.6,24.5,101.07,98.96,0,0,0,3.9
2019-11-21,10.6,-1,87,3.9,21,101.31,99.2,4.2,4.2,0,4.8
2019-11-20,8.6,-1.3,77.5,0.1,10.5,101.92,99.78,0,0,0,3.65
2019-11-19,3.6,1,90.5,0.7,11.5,101.12,98.99,0.2,0.2,0,2.29
2019-11-18,2.4,-1.5,91,-1,17.5,101.1,98.97,9.2,8.8,0.4,0.44
2019-11-17,2.2,-6.8,65.5,-6.7,14.5,102.19,100.03,0,0,0,-2.29
2019-11-16,-3.4,-10.1,66,-11.2,25.5,103.38,101.17,0,0,0,-6.75
2019-11-15,3,-6.2,66,-7.8,20.5,102.64,100.48,0,0,0,-1.6
2019-11-14,0.5,-2.5,78,-5.2,16.5,102.12,99.95,0.4,0,0.4,-1
2019-11-13,-1.7,-13.9,76,-10.8,11,102.64,100.44,1.8,0,2,-7.8
2019-11-12,-4.7,-10.4,67.5,-12.2,19.5,102.18,99.99,0.2,0,0.2,-7.55
2019-11-11,-1,-6.8,74.5,-6.5,26.5,102.12,99.96,12.2,0,13.6,-3.9
2019-11-10,7.4,-1.2,78.5,-0.4,18.5,101.53,99.4,0.6,0.4,0.2,3.1
2019-11-09,3.3,-4.1,68.5,-5.2,21,101.91,99.76,0,0,0,-0.39
2019-11-08,0.6,-5.8,66,-8.1,15.5,102.59,100.42,0,0,0,-2.6
2019-11-07,2.6,-3,80.5,-2.2,11.5,102.29,100.13,3.6,1.6,2,-0.19
2019-11-06,5.2,-2.5,68.5,-2.5,13.5,102.58,100.43,0.6,0.2,0.4,1.35
2019-11-05,9.2,-0.2,63.5,-0.4,18.5,101.94,99.82,0,0,0,4.5
2019-11-04,12.3,2.3,68.5,1.6,23.5,101.75,99.62,1,1,0,7.3
2019-11-03,6.5,0.6,71,-1.8,16.5,101.88,99.74,0,0,0,3.55
2019-11-02,7.2,0.8,81.5,0.6,24,101.9,99.77,0.4,0.4,0,4
2019-11-01,5,1.6,71.5,-0.2,25,100.99,98.88,0,0,0,3.3
2019-10-31,10.6,4,90,6.5,25.5,100.26,98.17,18.8,18.8,0,7.3
2019-10-30,9.2,6.2,80.5,5.2,18,101.97,99.86,20.6,20.6,0,7.69
2019-10-29,17.2,5.2,82,8.8,12.5,102.01,99.9,0,0,0,11.2
2019-10-28,16.2,4.6,72.5,6.2,15.5,101.8,99.69,0,0,0,10.39
2019-10-27,13.3,7.1,88.5,10.3,23,100.78,98.69,25.8,25.8,0,10.19
2019-10-26,10.3,1.2,74.5,4.3,16.5,101.89,99.76,9.2,9.2,0,5.75
2019-10-25,11.7,4.1,70.5,4,14,102.51,100.39,0,0,0,7.9
2019-10-24,14.4,3.8,66,4.2,17.5,102.14,100.03,0.6,0.6,0,9.1
2019-10-23,13.9,6.8,60.5,1.7,23.5,101.25,99.16,0,0,0,10.35
2019-10-22,17.3,8.5,71.5,8.7,19.5,100.61,98.55,10.6,10.6,0,12.9
2019-10-21,15.8,5.4,80.5,8,23,101.37,99.28,1.4,1.4,0,10.6
2019-10-20,16.3,4.8,81.5,7.1,13,101.4,99.31,0,0,0,10.55
2019-10-19,11.8,1.3,78.5,3.6,11,101.62,99.51,0,0,0,6.55
2019-10-18,11.6,3,68.5,1.8,16.5,101.49,99.39,0,0,0,7.3
2019-10-17,8.7,6.6,82,5.3,33,100.44,98.36,0,0,0,7.65
2019-10-16,13.7,6.3,83.5,8.4,17.5,100.29,98.22,18.2,18.2,0,10
2019-10-15,14.5,2.6,67,4.7,13,101.49,99.39,0,0,0,8.55
2019-10-14,12.4,4.7,55,0.4,18.5,101.49,99.38,0,0,0,8.55
2019-10-13,16.8,4.6,55.5,4,25.5,101.27,99.17,0,0,0,10.7
2019-10-12,15.6,4.3,73,6.7,19.5,101.39,99.29,4.2,4.2,0,9.94
2019-10-11,19.5,8.3,66.5,8.2,20.5,101.94,99.85,0,0,0,13.9
2019-10-10,16.8,7.1,75.5,7.8,22.5,102.58,100.47,0,0,0,11.95
2019-10-09,17.5,4.7,69.5,6.8,20,102.72,100.6,0,0,0,11.1
2019-10-08,17.6,7,64,6.4,13.5,102.57,100.45,0,0,0,12.3
2019-10-07,17.9,7.4,55.5,5.7,14,102.02,99.93,0,0,0,12.64
2019-10-06,20.9,12.2,75,11.5,18,101.64,99.56,1.8,1.8,0,16.54
2019-10-05,13.2,4.4,69.5,6,26.5,102.44,100.32,0,0,0,8.8
2019-10-04,11.5,4.4,79.5,6.7,14,102.37,100.24,0,0,0,7.95
2019-10-03,12,8.4,82.5,7.5,19,101.68,99.58,2.8,2.8,0,10.19
2019-10-02,19.4,9.1,83.5,11.4,21,101.55,99.49,10.2,10.2,0,14.25
2019-10-01,31.8,14.4,73.5,17.9,22,101.32,99.25,12,12,0,23.1
2019-09-30,17.9,11.9,80,10.9,19,102.17,100.07,0,0,0,14.89
2019-09-29,14.2,9.3,71.5,7.2,23.5,102.83,100.72,0,0,0,11.75
2019-09-28,20.7,12,84.5,15.1,15.5,101.76,99.69,3,3,0,16.35
2019-09-27,22.7,8.9,59.5,9.8,22,101.38,99.31,0,0,0,15.8
2019-09-26,22.8,11,64,10.1,20,101.01,98.96,3.2,3.2,0,16.89
2019-09-25,27.2,12.2,60.5,12.4,23.5,100.82,98.76,0,0,0,19.7
2019-09-24,21.9,12.4,62,9.8,15.5,101.15,99.09,0,0,0,17.14
2019-09-23,25.2,14.9,68,15.1,22.5,100.79,98.76,0.2,0.2,0,20.05
2019-09-22,31.3,20.8,63,16.6,27.5,101.37,99.33,0,0,0,26.05
2019-09-21,26.9,16.7,73.5,17,13.5,102.08,100.01,0,0,0,21.79
2019-09-20,24.9,12.4,75.5,14.1,13,102.19,100.11,0,0,0,18.64
2019-09-19,23.4,15.1,67.5,12.6,15,102.39,100.3,0,0,0,19.25
2019-09-18,22.6,12.5,62,11.4,10,102.45,100.36,0,0,0,17.55
2019-09-17,22.9,10.9,69.5,10.9,14.5,102.31,100.2,0,0,0,16.89
2019-09-16,18.5,12.7,78,13,20.5,102.03,99.94,0.2,0.2,0,15.6
2019-09-15,17.5,11.7,80.5,12.2,12,102.09,100,4.4,4.4,0,14.6
2019-09-14,22.6,13.4,68.5,13.8,21.5,101.88,99.8,0,0,0,18
2019-09-13,22.1,13.2,81,14.1,22,102.14,100.05,5.6,5.6,0,17.64
2019-09-12,19.8,13.3,75,13.8,21.5,102.3,100.21,0.8,0.8,0,16.55
2019-09-11,28.9,17.5,75.5,19.4,12.5,101.83,99.76,1,1,0,23.2
2019-09-10,23.5,11.7,81,14.3,19,102.17,100.09,18.2,18.2,0,17.6
2019-09-09,19,8.6,68.5,7.6,17.5,102.6,100.49,0,0,0,13.8
2019-09-08,18.1,9.4,70,8.2,13.5,101.95,99.86,0,0,0,13.75
2019-09-07,23.3,10.5,67.5,11.1,15.5,101.29,99.22,0,0,0,16.89
2019-09-06,21.1,12.4,73.5,12.6,15,101.5,99.42,1.2,1.2,0,16.75
2019-09-05,22.2,10.4,63.5,9.4,13.5,101.99,99.9,0,0,0,16.3
2019-09-04,21.1,12.6,72.5,14.7,24.5,101.26,99.2,0,0,0,16.85
2019-09-03,22.9,13.5,83.5,15.9,15.5,101.23,99.18,7.2,7.2,0,18.2
2019-09-02,24.7,15.9,74,14.9,14.5,101.64,99.58,0.6,0.6,0,20.3
2019-09-01,19.8,15.1,77,12.8,14.5,102.2,100.11,0.8,0.8,0,17.45
2019-08-31,23.1,12.5,58,9.8,15.5,102.45,100.36,0,0,0,17.8
2019-08-30,24.8,15,59,11,21.5,101.45,99.4,0,0,0,19.89
2019-08-29,25.5,15.1,60,12.1,21.5,101.19,99.13,0,0,0,20.3
2019-08-28,27.1,16.6,65,14.6,15,101.01,98.96,0,0,0,21.85
2019-08-27,21.9,18.1,83,17.6,25,101.17,99.12,9.2,9.2,0,20
2019-08-26,24.1,16.2,72,14.7,19.5,101.88,99.81,0,0,0,20.14
2019-08-25,23.6,14.2,64.5,13.1,22,102.47,100.38,0,0,0,18.89
2019-08-24,22.3,12.2,63,10.2,17.5,102.52,100.42,0,0,0,17.25
2019-08-23,23.6,13.9,56.5,8.9,13.5,102.01,99.93,0,0,0,18.75
2019-08-22,24.6,15.6,54,11.3,17,101.39,99.33,0,0,0,20.1
2019-08-21,30.4,19.4,72.5,19.6,19,101.11,99.08,0.6,0.6,0,24.9
2019-08-20,27.4,17,71.5,16.9,15,101.62,99.57,2.2,2.2,0,22.2
2019-08-19,27.7,18,66.5,15.4,18,101.44,99.39,0,0,0,22.85
2019-08-18,27.2,18.5,85.5,19.1,21.5,101.19,99.14,6.6,6.6,0,22.85
2019-08-17,28.3,18.1,73,18.8,14,101.28,99.23,15.8,15.8,0,23.2
2019-08-16,25.6,16,74,16.4,13.5,101.44,99.38,0,0,0,20.8
2019-08-15,23.8,15.3,66,11.4,19.5,101.59,99.52,1.4,1.4,0,19.55
2019-08-14,25.9,16.5,51,9.9,17.5,101.39,99.33,0,0,0,21.2
2019-08-13,28.1,18.8,65,14.5,14.5,100.93,98.9,0,0,0,23.45
2019-08-12,29.5,19.1,70,17.9,12.5,101.15,99.12,3.2,3.2,0,24.3
2019-08-11,28.9,14.2,55.5,11.9,12.5,101.59,99.53,0,0,0,21.54
2019-08-10,25.6,14.1,58,10.3,20.5,101.31,99.25,0,0,0,19.85
2019-08-09,25.9,14.3,60.5,11.8,22.5,100.91,98.87,0,0,0,20.1
2019-08-08,27,16.5,64,15.6,23,100.51,98.48,2,2,0,21.75
2019-08-07,27.9,17.2,68.5,16.9,16,100.74,98.7,0,0,0,22.54
2019-08-06,27.9,20.1,73.5,19.2,14.5,100.8,98.78,3.6,3.6,0,24
2019-08-05,28.8,15.8,57,12.9,19.5,101.31,99.27,0,0,0,22.3
2019-08-04,25.7,18.9,63.5,12.6,14,101.61,99.56,0,0,0,22.29
2019-08-03,28.9,16.7,58.5,14,16,101.59,99.54,0,0,0,22.79
2019-08-02,27.1,15.8,52.5,10.9,16.5,101.97,99.89,0,0,0,21.45
2019-08-01,26,15.6,59,10.8,14.5,102.13,100.06,0,0,0,20.8
2019-07-31,27.2,16.3,62.5,13.8,13.5,101.83,99.77,0,0,0,21.75
2019-07-30,29.3,19.5,73,18.6,14,101.4,99.37,11.2,11.2,0,24.4
2019-07-29,31.9,20.9,66.5,19.3,24,101.26,99.22,0,0,0,26.4
2019-07-28,30.9,21.8,63,18.1,15,101.49,99.46,0,0,0,26.35
2019-07-27,30.1,18.5,61,16.9,25,101.98,99.92,0.8,0.8,0,24.3
2019-07-26,29.2,17.3,65.5,17.1,22,102.33,100.26,0,0,0,23.25
2019-07-25,28.6,16.3,59,14.6,19,102.03,99.96,1.2,1.2,0,22.45
2019-07-24,26.2,15.7,55,11.6,12.5,101.71,99.65,0,0,0,20.95
2019-07-23,25.9,15.3,53.5,10.8,10,101.38,99.33,0,0,0,20.6
2019-07-22,23.8,17.5,76,15.1,11.5,101.19,99.14,5.2,5.2,0,20.65
2019-07-21,29.1,20.2,65,16.2,14,101.08,99.05,0,0,0,24.65
2019-07-20,33,22.2,74.5,22.7,21.5,100.86,98.84,4.6,4.6,0,27.6
2019-07-19,30.7,22.3,79.5,22.9,18.5,100.91,98.88,0.2,0.2,0,26.5
2019-07-18,29,21.4,81,20.9,18.5,101.19,99.16,0,0,0,25.2
2019-07-17,28.3,21.8,85,21.3,14.5,101.18,99.14,67,67,0,25.05
2019-07-16,31.8,18.6,67,17.6,16.5,101.42,99.38,3.6,3.6,0,25.2
2019-07-15,26.9,15.4,62,13.8,17,101.81,99.74,0,0,0,21.15
2019-07-14,27.2,16.9,60.5,12.4,17.5,101.66,99.6,0,0,0,22.04
2019-07-13,31.2,15.4,66.5,18.1,22,101.21,99.17,6.2,6.2,0,23.3
2019-07-12,24.4,16.6,69.5,14.8,14.5,101.06,99.01,0,0,0,20.5
2019-07-11,31,16.5,68.5,17.7,21,100.85,98.83,1.6,1.6,0,23.75
2019-07-10,29.3,15.3,64,15.1,16.5,101.37,99.33,0.4,0.4,0,22.3
2019-07-09,26.9,15.8,45,8,16,101.82,99.76,0,0,0,21.35
2019-07-08,25.3,15,54.5,9.7,17,101.72,99.64,0,0,0,20.14
2019-07-07,23.6,16.5,59.5,13.2,17,101.65,99.61,0,0,0,20.05
2019-07-06,31,21.9,70,18.5,18.5,101.33,99.29,0,0,0,26.45
2019-07-05,31,21.2,73,21.2,19.5,101.53,99.5,1.6,1.6,0,26.1
2019-07-04,29.3,18.1,62,16.4,12.5,101.64,99.59,0,0,0,23.7
2019-07-03,28.9,18.8,71,17.4,13.5,101.27,99.24,0,0,0,23.85
2019-07-02,26.4,20.2,73.5,17.8,11.5,101.02,98.98,0.6,0.6,0,23.29
2019-07-01,27.3,14.3,62.5,13.9,15,101.4,99.35,0,0,0,20.8
2019-06-30,23.6,15.7,63,12.7,15.5,101.46,99.4,0,0,0,19.64
2019-06-29,29.1,17.7,71.5,16.7,17.5,101.58,99.53,0,0,0,23.4
2019-06-28,29.6,17.2,67.5,17.1,14.5,102,99.94,12,12,0,23.4
2019-06-27,29.1,16.8,53.5,12.2,16,102.03,99.97,0,0,0,22.95
2019-06-26,29.1,18.3,64,16.1,18,101.54,99.49,1.2,1.2,0,23.7
2019-06-25,25.4,17.2,75,15.8,21.5,100.83,98.78,0,0,0,21.29
2019-06-24,25.9,14.6,66.5,12.1,15.5,100.79,98.75,16,16,0,20.25
2019-06-23,25.7,12.9,59,9.6,19.5,101.62,99.56,0,0,0,19.3
2019-06-22,24.3,12.9,54,9.9,18.5,101.76,99.69,0,0,0,18.6
2019-06-21,23,14.5,68.5,11.8,18,101.03,98.98,0,0,0,18.75
2019-06-20,21.7,16,84,15.4,17.5,100.33,98.3,26,26,0,18.85
2019-06-19,25.3,16.3,64,12.2,15.5,100.83,98.79,0,0,0,20.8
2019-06-18,24.4,16.1,58.5,11.1,14.5,101.33,99.26,0,0,0,20.25
2019-06-17,22.2,13.3,63.5,10.8,17.5,101.56,99.47,0,0,0,17.75
2019-06-16,20.1,10.8,73.5,10.8,15,101.28,99.19,0,0,0,15.45
2019-06-15,20.5,13.9,74.5,12.3,18,101.09,99.04,0.4,0.4,0,17.2
2019-06-14,22.8,10.8,59.5,9.2,23,100.9,98.82,0.2,0.2,0,16.8
2019-06-13,16.6,12.6,79.5,11.6,16.5,100.6,98.54,22.8,22.8,0,14.6
2019-06-12,21.9,10,53.5,7.2,13.5,101.58,99.49,0,0,0,15.95
2019-06-11,22.6,10.3,57.5,5.8,20,101.66,99.58,0,0,0,16.45
2019-06-10,19,12.4,77,13.1,20.5,101.31,99.24,14.8,14.8,0,15.7
2019-06-09,26.2,13.2,44.5,6.7,21,102.06,99.98,0,0,0,19.7
2019-06-08,23.8,13,44,2.3,26,102.09,100.01,0,0,0,18.39
2019-06-07,26,12,55,9.1,15,101.62,99.56,0,0,0,19
2019-06-06,22.8,14.5,70.5,11.2,17,101.08,99.01,0,0,0,18.64
2019-06-05,17.6,11.5,88.5,11.9,14,100.77,98.7,11.2,11.2,0,14.55
2019-06-04,17.9,6.4,67,5.9,14.5,101.44,99.35,0,0,0,12.14
2019-06-03,16.8,6.3,57.5,1.1,20,101.49,99.4,0,0,0,11.55
2019-06-02,20.3,7.6,61.5,5.9,26,100.82,98.75,3,3,0,13.95
2019-06-01,20.6,11.3,77.5,11.2,17,100.68,98.62,1,1,0,15.95
2019-05-31,18.2,9.3,61.5,6.1,14.5,100.89,98.83,0,0,0,13.75
2019-05-30,21.8,10.8,78,12.8,15,100.56,98.49,0,0,0,16.3
2019-05-29,15.7,10.5,85.5,10.3,14,100.81,98.73,0.6,0.6,0,13.1
2019-05-28,13,9.5,81.5,8.8,29.5,100.99,98.91,4.6,4.6,0,11.25
2019-05-27,23.1,10.2,60,9.2,17.5,101.56,99.48,0.6,0.6,0,16.64
